Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT459888,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/220_35357/2020, complete genome"
MT459889,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-12,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/221_33038/2020, complete genome"
MT459890,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/222_33921/2020, complete genome"
MT459891,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-17,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/223_34904/2020, complete genome"
MT459892,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/224_35200/2020, complete genome"
MT459893,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/225_35203/2020, complete genome"
MT459894,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/226_35576/2020, complete genome"
MT459895,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/227_35969/2020, complete genome"
MT459896,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/33_36910/2020, complete genome"
MT459897,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/234_31670/2020, complete genome"
MT459898,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/235_31783/2020, complete genome"
MT459899,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/236_31815/2020, complete genome"
MT459900,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/237_31890/2020, complete genome"
MT459901,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/238_31927/2020, complete genome"
MT459902,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/239_32178/2020, complete genome"
MT459903,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-23,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/40_36244/2020, complete genome"
MT459904,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/41_36861/2020, complete genome"
MT459905,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-23,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/42_36236/2020, complete genome"
MT459906,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/45_35378/2020, complete genome"
MT459907,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/247_32207/2020, complete genome"
MT459908,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/248_32261/2020, complete genome"
MT459909,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/250_32267/2020, complete genome"
MT459910,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-11,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/251_32400/2020, complete genome"
MT459911,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/153_33892/2020, complete genome"
MT459912,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-11,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/254_32422/2020, complete genome"
MT459913,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-11,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/255_32525/2020, complete genome"
MT459914,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/259_31928/2020, complete genome"
MT459915,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/243_32202/2020, complete genome"
MT459916,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/244_32204/2020, complete genome"
MT459917,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/246_32206/2020, complete genome"
MT459918,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,partial,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/260_32216/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT459919,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/261_32221/2020, complete genome"
MT459920,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-11,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/262_32443/2020, complete genome"
MT459921,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-11,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/263_32477/2020, complete genome"
MT459922,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-11,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/264_32497/2020, complete genome"
MT459923,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/49_36716/2020, complete genome"
MT459924,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-04-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/52_37266/2020, complete genome"
MT459925,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29818,GenBank,complete,,,"Kassela,K., Dovrolis,N., Bampali,M., Gatzidou,E., Froukala,E., Stavropoulou,A., Veletza,S., Tsakris,A., Spanakis,N., Karakasiliotis,I.",,Greece: Athens,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GRC/56_37161/2020, complete genome"
MT459928,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29761,GenBank,partial,,,"Abbasalipour Bashash,M., Khosravi,M.A., Zeinali,S., Keshvar,Y., Sabeghi,S., Jadaliha,M., Yazdani,R.",,Iran,Homo sapiens,oronasopharynx,2020-03-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/KHGRC-3-2178/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT459979,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Vidanovic,D., Tesovic,B., Sekler,M., Dmitric,M., Debeljak,Z., Matovic,K., Vaskovic,N., Petrovic,T., Volkening,J., Alfonso,C.",,Serbia: Novi Pazar,Homo sapiens,,2020-04-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SRB/Novi Pazar-363/2020, complete genome"
MT459985,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Voegtly,L.J., Cer,R.Z., Pena-Gomez,D., Paskey,A.C., Long,K.A., Hollis,E.M., Pan,R.W., Balansy-Ames,M.S., Myers,C.A., Christy,N.C., Bishop-Lilly,K.A.",,Guam,Homo sapiens,oronasopharynx,2020-03-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GUM/GU-NHG-01/2020, complete genome"
MT459986,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Voegtly,L.J., Cer,R.Z., Pena-Gomez,D., Paskey,A.C., Long,K.A., Hollis,E.M., Pan,R.W., Balansy-Ames,M.S., Myers,C.A., Christy,N.C., Bishop-Lilly,K.A.",,Guam,Homo sapiens,oronasopharynx,2020-03-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GUM/GU-NHG-02/2020, complete genome"
MT459987,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29890,GenBank,complete,,,"Voegtly,L.J., Cer,R.Z., Pena-Gomez,D., Paskey,A.C., Long,K.A., Hollis,E.M., Pan,R.W., Balansy-Ames,M.S., Myers,C.A., Christy,N.C., Bishop-Lilly,K.A.",,Guam,Homo sapiens,oronasopharynx,2020-03-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GUM/GU-NHG-03/2020, complete genome"
MT459988,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29890,GenBank,complete,,,"Voegtly,L.J., Cer,R.Z., Pena-Gomez,D., Paskey,A.C., Long,K.A., Hollis,E.M., Pan,R.W., Balansy-Ames,M.S., Myers,C.A., Christy,N.C., Bishop-Lilly,K.A.",,USA: SC,Homo sapiens,oronasopharynx,2020-03-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC-NHRC-01/2020, complete genome"
MT459989,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29891,GenBank,complete,,,"Voegtly,L.J., Cer,R.Z., Pena-Gomez,D., Paskey,A.C., Long,K.A., Hollis,E.M., Pan,R.W., Balansy-Ames,M.S., Myers,C.A., Christy,N.C., Bishop-Lilly,K.A.",,USA: SC,Homo sapiens,oronasopharynx,2020-03-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC-NHRC-02/2020, complete genome"
MT459990,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29890,GenBank,complete,,,"Voegtly,L.J., Cer,R.Z., Pena-Gomez,D., Paskey,A.C., Long,K.A., Hollis,E.M., Pan,R.W., Balansy-Ames,M.S., Myers,C.A., Christy,N.C., Bishop-Lilly,K.A.",,USA: SC,Homo sapiens,oronasopharynx,2020-03-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC-NHRC-03/2020, complete genome"
